timestamp,value,demand,rarity,last_change,stability
2026-07-11T13:21:38Z,0.015,1,2,0,Stable
2026-07-11T13:21:38Z,8,2,4,1,Stable
2026-07-11T19:38:51Z,0.015,1,2,0,Stable
2026-07-11T19:38:51Z,8,2,4,1,Stable
2026-07-11T20:12:54Z,0.015,1,2,0,Stable
2026-07-11T20:12:54Z,8,2,4,1,Stable
2026-07-11T21:00:00Z,8,2,4,1,Stable
2026-07-11T21:00:00Z,0.015,1,2,0,Stable
2026-07-12T06:00:00Z,8,2,4,1,Stable
2026-07-12T06:00:00Z,0.015,1,2,0,Stable
2026-07-12T09:00:00Z,0.015,1,2,0,Stable
2026-07-12T09:00:00Z,8,2,4,1,Stable
2026-07-12T12:00:00Z,0.015,1,2,0,Stable
2026-07-12T12:00:00Z,8,2,4,1,Stable
2026-07-12T15:00:00Z,8,2,4,1,Stable
2026-07-12T15:00:00Z,0.015,1,2,0,Stable
2026-07-12T18:00:00Z,8,2,4,1,Stable
2026-07-12T18:00:00Z,0.015,1,2,0,Stable
2026-07-12T21:00:00Z,8,2,4,1,Stable
2026-07-12T21:00:00Z,0.015,1,2,0,Stable
2026-07-13T06:00:00Z,0.015,1,2,0,Stable
2026-07-13T06:00:00Z,10,2,4,2,Stable
2026-07-13T09:00:00Z,10,2,4,2,Stable
2026-07-13T09:00:00Z,0.015,1,2,0,Stable
2026-07-13T12:00:00Z,10,2,4,2,Stable
2026-07-13T12:00:00Z,0.015,1,2,0,Stable
2026-07-13T15:00:00Z,10,2,4,2,Stable
2026-07-13T15:00:00Z,0.015,1,2,0,Stable
2026-07-13T18:00:00Z,0.015,1,2,0,Stable
2026-07-13T18:00:00Z,10,2,4,2,Stable
2026-07-13T21:00:00Z,12,2,4,2,Stable
2026-07-13T21:00:00Z,0.015,1,2,0,Stable
2026-07-14T06:00:00Z,0.015,1,2,0,Stable
2026-07-14T06:00:00Z,12,2,4,2,Stable
